id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
11e0aad6-1049-4ccd-97c1-b3f3f5484901,"""2026-08-19T00:39:52.483Z""",2026-08-19T00:39:52.483000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-fse | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
3a475392-d2e3-456a-a132-b08ac3b07b6f,"""2026-08-19T00:39:52.473Z""",2026-08-19T00:39:52.473000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
1bd2bffb-6ad4-49ee-aef1-ef6f65737848,"""2026-08-19T00:39:52.472Z""",2026-08-19T00:39:52.472000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
47c1eff8-8b70-40fb-9f38-9ed7a1d554a1,"""2026-08-19T00:39:40.316Z""",2026-08-19T00:39:40.316000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-48 | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
210716e2-244b-4460-b1d8-5a15e56b8108,"""2026-08-19T00:39:37.290Z""",2026-08-19T00:39:37.290000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.39.250 | req-4m | /tenants/ougxeheoaifcuetnmgrw | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
4844914e-3ed4-41c2-a291-f6f2699ea5cf,"""2026-08-19T00:39:36.893Z""",2026-08-19T00:39:36.893000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
707b9576-b320-4e1d-8630-6c0154624639,"""2026-08-19T00:39:36.887Z""",2026-08-19T00:39:36.887000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
b6c59c2e-2ad1-42a1-a879-b27bfd2594f0,"""2026-08-19T00:38:32.444Z""",2026-08-19T00:38:32.444000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.80.165 | req-41 | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
7a251a0c-2e30-47b2-b048-345dbf0d3378,"""2026-08-19T00:38:31.927Z""",2026-08-19T00:38:31.927000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
7a4ed7f5-eb9d-4258-8b91-b49897b089fe,"""2026-08-19T00:38:31.924Z""",2026-08-19T00:38:31.924000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
2edf9210-f237-4d5d-8b81-89d384a37efa,"""2026-08-19T00:38:21.075Z""",2026-08-19T00:38:21.075000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.80.165 | req-3f | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
051e4ccf-3e57-4bb9-b36c-a80984e3de95,"""2026-08-19T00:38:16.089Z""",2026-08-19T00:38:16.089000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
4dec201d-7659-44c0-a19b-ca21c7637ebc,"""2026-08-19T00:38:16.088Z""",2026-08-19T00:38:16.088000,success,200,,,,Sent 200 in 3ms,{},[],realtime,0,null,[],null
7c15fdd6-d91b-4f9a-b168-9aaa78fd2357,"""2026-08-19T00:38:05.420Z""",2026-08-19T00:38:05.420000,warning,200,,,,ougxeheoaifcuetnmgrw | GET | ABORTED REQ | 10.106.80.165 | req-isq | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
34d2f0fd-1b86-4e53-809d-3f0ff60b855b,"""2026-08-19T00:38:00.444Z""",2026-08-19T00:38:00.444000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
0bdfeb72-409e-4c50-9242-caa0be5cb61d,"""2026-08-19T00:38:00.420Z""",2026-08-19T00:38:00.420000,success,200,,,,Sent 200 in 552µs,{},[],realtime,0,null,[],null
bda5d6d0-0673-4d09-9697-7e78e99024ec,"""2026-08-19T00:37:48.120Z""",2026-08-19T00:37:48.120000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.22.126 | req-ivt | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
6bc242cd-8fad-46f5-ab2e-b53619f036a8,"""2026-08-19T00:37:43.136Z""",2026-08-19T00:37:43.136000,success,200,,,,Sent 200 in 2ms,{},[],realtime,0,null,[],null
f8ec0f23-192a-48dc-a9bd-6ff98afa232c,"""2026-08-19T00:37:30.044Z""",2026-08-19T00:37:30.044000,success,200,,,,ougxeheoaifcuetnmgrw | GET | 200 | 10.106.80.165 | req-cqb | /tenants/ougxeheoaifcuetnmgrw/health | @supabase-infra/mgmt-api/365fea2,{},[],storage,0,null,[],null
4149e25f-98b8-4449-bd5c-a5870b8095e5,"""2026-08-19T00:37:25.046Z""",2026-08-19T00:37:25.046000,success,200,,,,Sent 200 in 487µs,{},[],realtime,0,null,[],null
a2a68dc5-a0d3-4978-8933-ff1eb3094778,"""2026-08-19T00:37:25.044Z""",2026-08-19T00:37:25.044000,success,200,,,,[Cache] Tenant pool lookup,{},[],storage,0,null,[],null
